-0.529150	-0.555700	-0.573820	-0.549170	-0.566810	-0.535640	-0.549520	-0.560900	-0.529440	-0.530090	-0.499540	-0.492390	-0.491640	-0.487920	-0.481230	-0.471610	-0.440370	-0.410710	-0.394300	-0.362380	-0.324490	-0.301870	-0.268800	-0.224210	-0.195980	-0.165480	-0.141370	-0.160720	-0.174760	-0.138800	-0.154250	-0.168450	-0.128250	-0.134680	-0.144910	-0.200670	-0.220700	-0.227290	-0.232570	-0.236520	-0.274510	-0.300000	-0.330560	-0.386270	-0.414650	-0.433650	-0.484590	-0.533700	-0.580850	-0.625900	
1.165600	1.194200	1.222300	1.251100	1.280500	1.272400	1.264700	1.270400	1.298300	1.295500	1.289700	1.297600	1.322200	1.287100	1.270700	1.267000	1.263700	1.261000	1.258700	1.256900	1.255400	1.254600	1.281300	1.320200	1.358900	1.398200	1.437900	1.449200	1.411500	1.372600	1.333600	1.294700	1.255800	1.219600	1.210300	1.213300	1.216700	1.220600	1.224900	1.214700	1.180600	1.142400	1.108100	1.073200	1.034700	0.996230	0.957770	0.919320	0.880890	0.842440	
1.087500	1.128100	1.164500	1.177400	1.187700	1.224900	1.265700	1.306500	1.310300	1.305300	1.321500	1.362500	1.403500	1.444500	1.485500	1.525100	1.565300	1.605800	1.628300	1.586500	1.545400	1.504400	1.463300	1.422300	1.381300	1.340200	1.299200	1.258100	1.216800	1.200100	1.200600	1.192200	1.154800	1.156900	1.159500	1.162600	1.187100	1.218500	1.223000	1.228100	1.194300	1.191800	1.198400	1.188200	1.155500	1.126300	1.135100	1.109000	1.079100	1.044200	
0.916210	0.958050	1.000800	1.038900	1.077000	1.115200	1.145700	1.174500	1.203900	1.234000	1.226100	1.218600	1.211500	1.204800	1.198600	1.193000	1.187700	1.182900	1.178600	1.174700	1.171400	1.168500	1.181700	1.213800	1.212300	1.211400	1.210900	1.210800	1.211100	1.212000	1.213400	1.192500	1.167700	1.170400	1.173700	1.177400	1.181600	1.175600	1.141500	1.108100	1.075300	1.062200	1.069500	1.077200	1.048000	1.011800	0.986700	0.978270	0.970320	0.962950	
0.039575	0.066398	0.093788	0.123100	0.170410	0.227360	0.302470	0.380400	0.458610	0.509370	0.534630	0.560790	0.594060	0.669250	0.749150	0.829220	0.878390	0.903610	0.930850	0.958820	0.988890	1.000700	0.978170	0.956330	0.934950	0.914620	0.901980	0.939400	0.955400	0.938140	0.921720	0.905770	0.890950	0.876520	0.863150	0.825020	0.754960	0.726190	0.715410	0.705730	0.696600	0.688500	0.652780	0.591160	0.651520	0.741310	0.700860	0.641760	0.582660	0.646920	
0.758120	0.713390	0.665520	0.618010	0.571220	0.564990	0.526320	0.480660	0.437300	0.396730	0.356180	0.315630	0.279650	0.245180	0.211590	0.176680	0.137240	0.105620	0.075107	0.072782	0.102950	0.149940	0.190440	0.241040	0.256310	0.268890	0.282070	0.295840	0.310180	0.325140	0.340750	0.328770	0.308680	0.289740	0.268540	0.232440	0.216130	0.184860	0.149640	0.114610	0.079770	0.045125	0.010736	-0.041808	-0.084270	-0.128250	-0.179310	-0.213420	-0.247230	-0.280750	
0.704220	0.765450	0.817670	0.859150	0.900820	0.942670	0.984710	1.026900	1.069300	1.111800	1.154400	1.197200	1.240200	1.272300	1.299700	1.341300	1.365100	1.389000	1.413900	1.439800	1.469600	1.513800	1.544200	1.583700	1.622700	1.642200	1.628600	1.613600	1.599200	1.585300	1.571900	1.559000	1.546600	1.497100	1.465200	1.438400	1.380400	1.322700	1.265500	1.239400	1.211200	1.155300	1.099700	1.044700	0.990140	0.936060	0.882470	0.829460	0.777000	0.725190	
-0.201400	-0.236770	-0.271460	-0.305590	-0.338750	-0.371510	-0.403110	-0.434290	-0.464330	-0.493800	-0.522220	-0.549820	-0.576580	-0.602180	-0.627210	-0.650680	-0.671260	-0.638200	-0.617240	-0.635890	-0.653690	-0.670340	-0.651410	-0.609480	-0.565280	-0.520100	-0.472580	-0.434130	-0.441320	-0.427120	-0.374480	-0.352140	-0.355130	-0.356670	-0.357520	-0.356830	-0.355480	-0.352620	-0.349050	-0.344070	-0.365740	-0.416170	-0.464850	-0.512660	-0.558020	-0.604110	-0.659840	-0.712410	-0.753860	-0.793500	
0.934590	0.983090	1.027200	1.067200	1.108100	1.123600	1.122100	1.165300	1.178500	1.174600	1.171500	1.204100	1.237300	1.236000	1.235400	1.235200	1.235700	1.236900	1.238600	1.246400	1.292300	1.317600	1.326700	1.378700	1.401400	1.407000	1.413300	1.420200	1.427600	1.433700	1.404900	1.366700	1.330400	1.335900	1.347000	1.358600	1.370900	1.383600	1.389800	1.359800	1.318600	1.275500	1.244900	1.203200	1.157600	1.112000	1.066600	1.021200	0.975820	0.930590	
-0.029417	-0.026097	0.034069	0.094358	0.154720	0.234220	0.315340	0.396970	0.446450	0.469380	0.543880	0.627060	0.710620	0.782310	0.840930	0.899730	0.956410	0.992450	1.029500	1.068000	1.064800	1.044900	1.026300	1.008200	0.990950	1.014500	1.060600	1.049400	1.035700	1.023100	1.011300	1.000100	0.990160	0.980690	0.972420	0.964890	0.958100	0.952520	0.947410	0.943620	0.940480	0.938210	0.937050	0.939360	1.003100	1.067100	1.131500	1.196900	1.262800	1.205700	
1.173600	1.208200	1.243500	1.279400	1.315900	1.340600	1.337900	1.335100	1.332800	1.330900	1.329400	1.328500	1.328100	1.328100	1.328600	1.329600	1.331100	1.333100	1.352900	1.393900	1.434900	1.475900	1.518500	1.549300	1.552500	1.556300	1.560500	1.546000	1.509200	1.468400	1.423200	1.380400	1.355200	1.355900	1.323500	1.320600	1.327400	1.334700	1.342500	1.350800	1.334000	1.299700	1.259700	1.219800	1.179900	1.140000	1.102400	1.072200	1.034000	0.994390	
1.001500	1.033300	1.066000	1.099800	1.103700	1.088200	1.073400	1.059000	1.045500	1.032300	1.072500	1.104900	1.095400	1.085100	1.075700	1.066800	1.058600	1.051000	1.044100	1.073000	1.120600	1.169300	1.218400	1.268600	1.304600	1.258200	1.203200	1.149800	1.113000	1.112400	1.088400	1.035500	0.983450	0.931950	0.881430	0.831630	0.827360	0.832030	0.889660	0.941360	0.950370	0.971660	1.031400	1.092800	1.154800	1.191000	1.201300	1.212400	1.224000	1.196900	
-0.636980	-0.675140	-0.702210	-0.726460	-0.761750	-0.776950	-0.807430	-0.828910	-0.846010	-0.879140	-0.911510	-0.921630	-0.939490	-0.960650	-0.961820	-0.986970	-0.987160	-0.996100	-1.010000	-0.996030	-0.979270	-0.959580	-0.937460	-0.923440	-0.932080	-0.908020	-0.908280	-0.896470	-0.872800	-0.874040	-0.841530	-0.833670	-0.814810	-0.792960	-0.834050	-0.873700	-0.911660	-0.951130	-0.991310	-1.026600	-1.067200	-1.108500	-1.149700	-1.192700	-1.241800	-1.284000	-1.330200	-1.377500	-1.423100	-1.466700	
-1.059500	-1.109700	-1.150300	-1.180700	-1.210500	-1.239500	-1.267600	-1.294800	-1.321200	-1.346500	-1.370600	-1.393200	-1.414400	-1.420100	-1.408600	-1.423700	-1.436600	-1.422000	-1.409200	-1.408100	-1.373600	-1.373000	-1.345200	-1.322000	-1.317900	-1.311900	-1.266800	-1.247400	-1.236500	-1.233100	-1.254900	-1.272900	-1.287700	-1.311300	-1.343300	-1.373600	-1.378800	-1.379800	-1.376900	-1.363400	-1.333400	-1.321300	-1.290900	-1.256700	-1.227600	-1.206500	-1.170500	-1.134300	-1.097900	-1.061300	
